,Unnamed: 0,imdb_id,profit,Actors,Director,Genre,IMDB Rating,IMDB Votes,Production,Rated,Year,imdbID
404,1672,tt0339291,69073645,"Jim Carrey, Liam Aiken, Emily Browning, Kara Hoffman",Brad Silberling,"Adventure, Comedy, Family",6.8,"172,646",Paramount Pictures,PG,2004,tt0339291
405,1682,tt0324216,97571655,"Jessica Biel, Jonathan Tucker, Erica Leerhsen, Mike Vogel",Marcus Nispel,Horror,6.2,"115,130",New Line Cinema,R,2003,tt0324216
406,1686,tt0337579,47070412,"Ice Cube, Cedric the Entertainer, Sean Patrick Thomas, Eve",Kevin Rodney Sullivan,"Comedy, Drama",5.7,"11,344",MGM,PG-13,2004,tt0337579
407,1688,tt0359517,19179516,"Cedric the Entertainer, Vanessa Williams, Solange Knowles, Shad Moss",Christopher Erskin,Comedy,4.4,"6,307",Fox Searchlight Pictures,PG-13,2004,tt0359517
408,1689,tt0338526,140257475,"Hugh Jackman, Kate Beckinsale, Richard Roxburgh, David Wenham",Stephen Sommers,"Action, Adventure, Fantasy",6.0,"211,931",N/A,PG-13,2004,tt0338526
409,1690,tt0304141,659804554,"Daniel Radcliffe, Richard Griffiths, Pam Ferris, Fiona Shaw",Alfonso Cuarón,"Adventure, Family, Fantasy",7.8,"429,333",Warner Bros. Pictures,PG,2004,tt0304141
410,1691,tt0296572,10772733,"Vin Diesel, Colm Feore, Thandie Newton, Judi Dench",David Twohy,"Action, Adventure, Sci-Fi",6.7,"193,986",Universal Pictures,PG-13,2004,tt0296572
411,1693,tt0372183,213500217,"Matt Damon, Franka Potente, Brian Cox, Julia Stiles",Paul Greengrass,"Action, Mystery, Thriller",7.8,"380,352",Universal Pictures,PG-13,2004,tt0372183
412,1694,tt0343818,227234916,"Will Smith, Bridget Moynahan, Alan Tudyk, James Cromwell",Alex Proyas,"Action, Crime, Drama",7.1,"425,209",N/A,PG-13,2004,tt0343818
413,1701,tt0452594,152999686,"Vince Vaughn, Jennifer Aniston, Joey Lauren Adams, Cole Hauser",Peyton Reed,"Comedy, Drama, Romance",5.8,"108,456",Universal Pictures,PG-13,2006,tt0452594
414,1717,tt0486655,65560026,"Ian McKellen, Bimbo Hart, Alastair MacIntosh, David Kelly",Matthew Vaughn,"Adventure, Family, Fantasy",7.7,"224,657",Paramount Pictures,PG-13,2007,tt0486655
415,1719,tt0758758,41255142,"Emile Hirsch, Marcia Gay Harden, William Hurt, Jena Malone",Sean Penn,"Adventure, Biography, Drama",8.1,"473,206",Paramount Vantage,R,2007,tt0758758
416,1720,tt0376105,63772522,"Bruce Greenwood, Hayden Panettiere, Caspar Poyck, Gary Bullock",Frederik Du Chau,"Adventure, Comedy, Drama",5.2,"13,538",Warner Bros. Pictures,PG,2005,tt0376105
417,1729,tt0393735,11112916,"Tim Allen, Kristin Davis, Zena Grey, Spencer Breslin",Brian Robbins,"Comedy, Family, Fantasy",4.4,"15,853",Buena Vista,PG,2006,tt0393735
418,1730,tt0454841,54623713,"Maxime Giffard, Michael Bailey Smith, Tom Bower, Ted Levine",Alexandre Aja,Horror,6.4,"139,199",Fox Searchlight Pictures,R,2006,tt0454841
419,1736,tt0381061,449045960,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench",Martin Campbell,"Action, Adventure, Thriller",8.0,"504,713",Sony,PG-13,2006,tt0381061
420,1738,tt0490204,2222308,"Adam Sandler, Don Cheadle, Jada Pinkett Smith, Liv Tyler",Mike Binder,Drama,7.5,"87,000",Sony Pictures,R,2007,tt0490204
421,1740,tt0099578,12424195,"Lou Diamond Phillips, Tracy Griffith, Jeff Kober, Mykelti Williamson",Robert Resnikoff,"Crime, Horror, Thriller",5.7,"2,843",Orion Pictures Corporation,R,1990,tt0099578
422,1742,tt0099685,21836394,"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco",Martin Scorsese,"Crime, Drama",8.7,"803,460",Warner Bros.,R,1990,tt0099685
423,1745,tt0101669,38016380,"Kenneth Branagh, Andy Garcia, Derek Jacobi, Wayne Knight",Kenneth Branagh,"Crime, Drama, Mystery",7.0,"22,835",Paramount Home Video,R,1991,tt0101669
424,1747,tt0101414,352350553,"Robby Benson, Jesse Corti, Rex Everhart, Angela Lansbury","Gary Trousdale, Kirk Wise","Animation, Family, Fantasy",8.0,"347,398",Buena Vista,G,1991,tt0101414
425,1748,tt0104454,25966555,"Vanessa Redgrave, Helena Bonham Carter, Joseph Bennett, Emma Thompson",James Ivory,"Drama, Romance",7.5,"22,967",Sony Pictures Home Entertainment,PG,1992,tt0104454
426,1751,tt0105217,25170057,"John Lithgow, Lolita Davidovich, Steven Bauer, Frances Sternhagen",Brian De Palma,"Crime, Drama, Horror",6.0,"11,008",MCA Universal Home Video,R,1992,tt0105217
427,1752,tt0105414,32017402,"Bridget Fonda, Jennifer Jason Leigh, Steven Weber, Peter Friedman",Barbet Schroeder,"Drama, Thriller",6.3,"25,894",Columbia Pictures,R,1992,tt0105414
428,1754,tt0105629,23278931,"Robin Williams, Michael Gambon, Joan Cusack, Robin Wright",Barry Levinson,"Adventure, Comedy, Drama",5.0,"27,753",Twentieth Century Fox Home Entertainment,PG-13,1992,tt0105629
429,1755,tt0107206,136997168,"Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott",Wolfgang Petersen,"Action, Crime, Drama",7.2,"78,476",Sony Pictures Home Entertainment,R,1993,tt0107206
430,1757,tt0108260,102780,"Dennis Haysbert, Mel Harris, Sab Shimono, Dina Merrill","Scott McGehee, David Siegel","Drama, Thriller",6.6,"1,438",Hallmark Entertainment,NOT RATED,1993,tt0108260
431,1760,tt0128442,10921898,"Matt Damon, Gretchen Mol, John Malkovich, Paul Cicero",John Dahl,"Crime, Drama",7.4,"128,314",Miramax,R,1998,tt0128442
432,1761,tt0119643,52940100,"Brad Pitt, Anthony Hopkins, Claire Forlani, Jake Weber",Martin Brest,"Drama, Fantasy, Romance",7.2,"181,083",Universal Pictures,PG-13,1998,tt0119643
433,1762,tt0120660,160649836,"Will Smith, Gene Hackman, Jon Voight, Lisa Bonet",Tony Scott,"Action, Crime, Mystery",7.3,"200,317",Buena Vista Pictures,R,1998,tt0120660
434,1765,tt0133385,1644060,"Christian Clavier, Gérard Depardieu, Roberto Benigni, Michel Galabru",Claude Zidi,"Adventure, Comedy, Family",5.9,"33,307",N/A,N/A,1999,tt0133385
435,1770,tt0188030,3000000,"Fernando Fernán Gómez, Manuel Lozano, Uxía Blanco, Gonzalo Uriarte",José Luis Cuerda,Drama,7.6,"6,831",Sogetel,R,1999,tt0188030
436,1771,tt0172627,239894,"Joe Basile, Scott Burkholder, Liz Coke, Allison Dunbar",Michael Cristofer,Drama,5.0,"4,985",New Line Cinema,R,1999,tt0172627
437,1773,tt0120363,407366869,"Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer","John Lasseter, Ash Brannon(co-director), Lee Unkrich(co-director)","Animation, Adventure, Comedy",7.9,"420,736",Buena Vista Pictures,G,1999,tt0120363
438,1777,tt0188640,9037390,"Takehiro Murata, Hiroshi Abe, Naomi Nishida, Mayu Suzuki",Takao Okawara,"Action, Adventure, Drama",6.1,"6,009",N/A,PG,1999,tt0188640
439,1783,tt0118983,9700000,"Shah Rukh Khan, Madhuri Dixit, Karisma Kapoor, Akshay Kumar",Yash Chopra,"Comedy, Drama, Musical",7.1,"16,907",Yash Raj Films,NOT RATED,1997,tt0118983
440,1784,tt0120338,1645034188,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates",James Cameron,"Drama, Romance",7.8,"865,083",Paramount Pictures,PG-13,1997,tt0120338
441,1787,tt0118910,822484,"Gerard Rooney, Maria Lennon, Enda Oates, Des Cave",Henry Herbert,Drama,5.0,45,N/A,N/A,1998,tt0118910
442,1793,tt0137494,146404396,"Sean Connery, Catherine Zeta-Jones, Ving Rhames, Will Patton",Jon Amiel,"Action, Crime, Romance",6.3,"93,610",Twentieth Century Fox Home Entertainment,PG-13,1999,tt0137494
443,1800,tt0305224,120745823,"Adam Sandler, Jack Nicholson, Marisa Tomei, Luis Guzmán",Peter Segal,Comedy,6.2,"180,913",Sony Pictures Entertainment,PG-13,2003,tt0305224
444,1804,tt0377834,12212123,"Alberto San Juan, Ernesto Alterio, Natalia Verbeke, Pere Ponce",David Serrano,Comedy,6.2,"2,289",Dogwoof Pictures,N/A,2003,tt0377834
445,1822,tt0338526,140257475,"Hugh Jackman, Kate Beckinsale, Richard Roxburgh, David Wenham",Stephen Sommers,"Action, Adventure, Fantasy",6.0,"211,931",N/A,PG-13,2004,tt0338526
446,1826,tt0296572,10772733,"Vin Diesel, Colm Feore, Thandie Newton, Judi Dench",David Twohy,"Action, Adventure, Sci-Fi",6.7,"193,986",Universal Pictures,PG-13,2004,tt0296572
447,1829,tt0372183,213500217,"Matt Damon, Franka Potente, Brian Cox, Julia Stiles",Paul Greengrass,"Action, Mystery, Thriller",7.8,"380,352",Universal Pictures,PG-13,2004,tt0372183
448,1832,tt0363163,73841160,"Bruno Ganz, Alexandra Maria Lara, Corinna Harfouch, Ulrich Matthes",Oliver Hirschbiegel,"Biography, Drama, History",8.2,"273,908",Newmarket Films,R,2004,tt0363163
449,1837,tt0388789,3165061,"Kochi, Avijit Halder, Shanti Das, Manik","Zana Briski, Ross Kauffman",Documentary,7.4,"13,041",Think Film,R,2004,tt0388789
450,1845,tt0372183,213500217,"Matt Damon, Franka Potente, Brian Cox, Julia Stiles",Paul Greengrass,"Action, Mystery, Thriller",7.8,"380,352",Universal Pictures,PG-13,2004,tt0372183
451,1846,tt0411705,574623,"Kieran O'Brien, Margo Stilley",Michael Winterbottom,"Drama, Music, Romance",4.9,"18,993",Tartan Films (UK),NOT RATED,2004,tt0411705
452,1859,tt0450278,75778934,"Jay Hernandez, Derek Richardson, Eythor Gudjonsson, Barbara Nedeljakova",Eli Roth,"Horror, Mystery, Thriller",5.9,"148,943",Lions Gate Films,R,2005,tt0450278
453,1861,tt0433400,50817508,"Ryan Reynolds, Amy Smart, Anna Faris, Chris Klein",Roger Kumble,"Comedy, Romance",6.2,"88,462",New Line Cinema,PG-13,2005,tt0433400
454,1870,tt0432289,382267,"Guy Pearce, Steven Michael Quezada, J.K. Simmons, Nicholas Ballas",Mark Fergus,"Drama, Thriller",6.3,"7,121",Yari Film Group,R,2006,tt0432289
455,1877,tt0473064,47636016,"Tsuyoshi Kusanagi, Ko Shibasaki, Etsushi Toyokawa, Mao Daichi",Shinji Higuchi,"Adventure, Drama, Sci-Fi",5.7,"1,241",N/A,PG-13,2006,tt0473064
456,1882,tt0398375,18933562,"Jennifer Aniston, Kevin Costner, Shirley MacLaine, Mark Ruffalo",Rob Reiner,"Comedy, Drama, Romance",5.5,"44,055",Warner Bros. Pictures,PG-13,2005,tt0398375
457,1900,tt0368578,65918663,"Ice Cube, Nia Long, Aleisha Allen, Philip Bolden",Brian Levant,"Adventure, Comedy, Family",4.6,"24,401",Sony Pictures,PG,2005,tt0368578
458,1903,tt0401792,118733820,"Jessica Alba, Devon Aoki, Alexis Bledel, Powers Boothe","Frank Miller, Robert Rodriguez, Quentin Tarantino","Crime, Thriller",8.0,"690,122",Dimension Films,R,2005,tt0401792
459,1905,tt0121766,737000000,"Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid",George Lucas,"Action, Adventure, Fantasy",7.6,"572,910",20th Century Fox,PG-13,2005,tt0121766
460,1907,tt0368222,2945242,"James Gandolfini, Susan Sarandon, Kate Winslet, Steve Buscemi",John Turturro,"Comedy, Musical, Romance",6.3,"10,443",Boroturro,R,2005,tt0368222
461,1908,tt0330373,745921036,"Eric Sykes, Timothy Spall, David Tennant, Daniel Radcliffe",Mike Newell,"Adventure, Family, Fantasy",7.7,"430,197",Warner Bros. Pictures,PG-13,2005,tt0330373
462,1911,tt0453365,215063,"Minna Haapkylä, Petteri Summanen, Laura Malmivaara, Taneli Mäkelä",Joona Tena,"Comedy, Romance, Sport",5.6,"1,962",Talent House,N/A,2005,tt0453365
463,1918,tt0479647,4671300,"Michel Beaudry, Patrice Bélanger, Pierre Boudreau, Sarain Boylan",Erik Canuel,"Action, Comedy, Crime",7.0,"9,743",Vivafilm,R,2006,tt0479647
464,1932,tt1178640,666045,"Toby Keith, Rodney Carrington, Claire Forlani, Ted Nugent",Michael Salomon,"Action, Comedy, Crime",4.9,"1,528",Roadside Attractions,PG-13,2008,tt1178640
465,1938,tt0397892,159979994,"John Travolta, Miley Cyrus, Susie Essman, Mark Walton","Byron Howard, Chris Williams","Animation, Adventure, Comedy",6.9,"159,326",Walt Disney Pictures,PG,2008,tt0397892
466,1943,tt0988595,130259319,"Brian Kerwin, Charli Barcena, Peyton List, Jane Pfitsch",Anne Fletcher,"Comedy, Romance",6.1,"133,738",20th Century Fox,PG-13,2008,tt0988595
467,1944,tt0462499,63244290,"Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish",Sylvester Stallone,"Action, Thriller, War",7.0,"190,285",Lionsgate,R,2008,tt0462499
468,1950,tt0465502,5000000,"John Cusack, Myleene Klass, Robin Howard, Matt McKenna",Tony Leondis,"Animation, Comedy, Family",6.0,"20,507",MGM,PG,2008,tt0465502
469,1951,tt0830515,386090727,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench",Marc Forster,"Action, Adventure, Thriller",6.6,"355,118",Sony/MGM,PG-13,2008,tt0830515
470,1959,tt0492044,77527732,"Virginia Madsen, Kyle Gallner, Elias Koteas, Amanda Crew",Peter Cornwell,"Drama, Horror, Mystery",5.9,"53,360",Lionsgate,PG-13,2009,tt0492044
471,1961,tt0109699,1948595,"Carmelo Gómez, Ruth Gabriel, Javier Bardem, Karra Elejalde",Imanol Uribe,"Crime, Drama, Thriller",6.7,"1,263",Sogepaq,N/A,1994,tt0109699
472,1967,tt0116629,741969268,"Will Smith, Bill Pullman, Jeff Goldblum, Mary McDonnell",Roland Emmerich,"Action, Adventure, Sci-Fi",7.0,"461,776",20th Century Fox,PG-13,1996,tt0116629
473,1968,tt0116669,13620973,"Robin Williams, Diane Lane, Brian Kerwin, Jennifer Lopez",Francis Ford Coppola,"Comedy, Drama, Fantasy",5.8,"49,312",Hollywood Pictures,PG-13,1996,tt0116669
474,1969,tt0116313,90400000,"Goldie Hawn, Bette Midler, Diane Keaton, Maggie Smith",Hugh Wilson,Comedy,6.2,"34,839",Paramount Home Video,PG,1996,tt0116313
475,1979,tt0181984,2780255,"Giovanni Ribisi, Vin Diesel, Nia Long, Nicky Katt",Ben Younger,"Crime, Drama, Thriller",7.0,"43,866",New Line Home Entertainment,R,2000,tt0181984
476,1986,tt0222012,1000000,"Kamal Haasan, Shah Rukh Khan, Rani Mukerji, Hema Malini",Kamal Haasan,"Crime, Drama, History",8.0,"8,643",N/A,N/A,2000,tt0222012
477,1992,tt0187078,147202299,"Nicolas Cage, Giovanni Ribisi, Angelina Jolie, T.J. Cross",Dominic Sena,"Action, Crime, Thriller",6.5,"230,677",Buena Vista Pictures,PG-13,2000,tt0187078
478,2011,tt0207201,304111707,"Mel Gibson, Helen Hunt, Marisa Tomei, Alan Alda",Nancy Meyers,"Comedy, Fantasy, Romance",6.4,"169,178",Paramount Pictures,PG-13,2000,tt0207201
479,2012,tt0266308,20500000,"Tatsuya Fujiwara, Aki Maeda, Tarô Yamamoto, Takeshi Kitano",Kinji Fukasaku,"Adventure, Drama, Sci-Fi",7.7,"148,352",Anchor Bay Entertainment,NOT RATED,2000,tt0266308
480,2013,tt0162222,339632142,"Tom Hanks, Paul Sanchez, Lari White, Leonid Citer",Robert Zemeckis,"Adventure, Drama, Romance",7.8,"431,840",20th Century Fox,PG-13,2000,tt0162222
481,2018,tt0212985,264692268,"Anthony Hopkins, Julianne Moore, Gary Oldman, Ray Liotta",Ridley Scott,"Crime, Drama, Thriller",6.8,"221,552",MGM,R,2001,tt0212985
482,2032,tt0338348,140875730,"Tom Hanks, Leslie Zemeckis, Eddie Deezen, Nona Gaye",Robert Zemeckis,"Animation, Adventure, Family",6.6,"134,649",Warner Bros. Pictures,G,2004,tt0338348
483,2040,tt0375611,733094,"Amitabh Bachchan, Rani Mukerji, Shernaz Patel, Ayesha Kapoor",Sanjay Leela Bhansali,Drama,8.2,"27,678",Evokative Films,NOT RATED,2005,tt0375611
484,2050,tt0427954,21165581,"Tony Jaa, Petchtai Wongkamlao, Bongkoj Khongmalai, Xing Jin",Prachya Pinkaew,"Action, Crime, Drama",7.1,"31,749",The Weinstein Company,R,2005,tt0427954
485,2056,tt0421238,3048693,"Richard Wilson, Noah Taylor, Jeremy Madrona, Jae Mamuyac",John Hillcoat,"Crime, Drama, Western",7.4,"45,044",First Look Pictures,R,2005,tt0421238
486,2063,tt0358082,185696994,"Paula Abdul, Halle Berry, Lucille Bliss, Terry Bradshaw","Chris Wedge, Carlos Saldanha(co-director)","Animation, Adventure, Comedy",6.3,"111,725",20th Century Fox,PG,2005,tt0358082
487,2074,tt0398017,35479076,"Vincent Cassel, Clive Owen, Addison Timlin, Melissa George",Mikael Håfström,"Crime, Drama, Thriller",6.6,"65,112",The Weinstein Company,R,2005,tt0398017
488,2080,tt0480025,5796544,"Thomas Turgoose, Stephen Graham, Jo Hartley, Andrew Shim",Shane Meadows,"Crime, Drama",7.7,"104,281",IFC First Take,UNRATED,2006,tt0480025
489,2084,tt0457939,109168700,"Cameron Diaz, Kate Winslet, Jude Law, Jack Black",Nancy Meyers,"Comedy, Romance",6.9,"198,587",Sony Pictures,PG-13,2006,tt0457939
490,2095,tt0499570,27769,"Anthony Hopkins, Stella Arroyave, Christian Slater, John Turturro",Anthony Hopkins,"Comedy, Drama, Fantasy",5.1,"4,308",Strand Releasing,R,2007,tt0499570
491,2097,tt0486946,253625427,"Tim Allen, John Travolta, Martin Lawrence, William H. Macy",Walt Becker,"Action, Adventure, Comedy",5.9,"104,381",Buena Vista,PG-13,2007,tt0486946
492,2106,tt0386032,15538513,"Michael Moore, Tucker Albrizzi, Tony Benn, George W. Bush",Michael Moore,"Documentary, Drama",8.0,"69,254",The Weinstein Company,PG-13,2007,tt0386032
493,2135,tt0373889,788212738,"Daniel Radcliffe, Harry Melling, Jason Boyd, Richard Macklin",David Yates,"Adventure, Family, Fantasy",7.5,"399,002",Warner Bros. Pictures,PG-13,2007,tt0373889
494,2138,tt0858486,2101046,"Chad Allen, Rosanna Arquette, Bill Birch, Brooke Bloom",Aristomenis Tsirbas,"Animation, Action, Adventure",6.6,"10,411",Roadside Atrractions,PG,2007,tt0858486
495,2156,tt1167599,21000000,"Jonas Hämmerle, Waldemar Kobus, Nic Romm, Christian Koch",Michael Herbig,"Action, Adventure, Comedy",5.6,"2,394",Constantin Film,N/A,2009,tt1167599
496,2157,tt1032825,72000000,"Natalie Portman, Scott Cohen, Lisa Kudrow, Charlie Tahan",Don Roos,Drama,6.4,"16,493",IFC Films,R,2009,tt1032825
497,2160,tt1114677,120545279,"Miley Cyrus, Billy Ray Cyrus, Emily Osment, Jason Earles",Peter Chelsom,"Comedy, Drama, Family",4.3,"34,226",Walt Disney Pictures,G,2009,tt1114677
498,2169,tt1251725,81010,"Edward Hogg, Simon Farnaby, Verónica Echegui, Richard Ayoade",Paul King,"Comedy, Drama",6.7,"4,197",Warp X,UNRATED,2009,tt1251725
499,2179,tt1373406,54800,"Bobby Coleman, Bobb'e J. Thompson, Christian Martyn, Josh Flitter",Robert Kirbyson,"Comedy, Family",6.1,533,Cinedigm Entertainment,PG,2010,tt1373406
500,2184,tt0196229,32780981,"Ben Stiller, Owen Wilson, Christine Taylor, Will Ferrell",Ben Stiller,Comedy,6.6,"215,538",Paramount Pictures,PG-13,2001,tt0196229
501,2190,tt0258000,148397415,"Jodie Foster, Kristen Stewart, Forest Whitaker, Dwight Yoakam",David Fincher,"Crime, Drama, Thriller",6.8,"221,067",Sony Pictures,R,2002,tt0258000
502,2210,tt0244244,45080413,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle",Dominic Sena,"Action, Crime, Thriller",6.5,"161,848",Warner Bros. Pictures,R,2001,tt0244244
503,2214,tt0250687,37498534,"Breckin Meyer, Jenica Bergere, Cuba Gooding Jr., Carrie Diamond",Jerry Zucker,"Adventure, Comedy",6.4,"97,643",Paramount Pictures,PG-13,2001,tt0250687
504,2216,tt0221809,1774000,"Nicolos Kostopoulos, Vaidya Narayan Murthy, Brahmanand Swamigal",Pan Nalin,Documentary,7.6,372,Kino,N/A,2001,tt0221809
505,2217,tt0196229,32780981,"Ben Stiller, Owen Wilson, Christine Taylor, Will Ferrell",Ben Stiller,Comedy,6.6,"215,538",Paramount Pictures,PG-13,2001,tt0196229
506,2221,tt0256009,1959020,"Marisa Paredes, Eduardo Noriega, Federico Luppi, Fernando Tielve",Guillermo del Toro,"Drama, Horror",7.5,"51,733",Sony Pictures Classics,R,2001,tt0256009
507,2222,tt0245429,259925095,"Rumi Hiiragi, Miyu Irino, Mari Natsuki, Takashi Naitô",Hayao Miyazaki,"Animation, Adventure, Family",8.6,"477,601",Walt Disney Pictures,PG,2001,tt0245429
508,2238,tt0278435,13801187,"Jennifer Lopez, Billy Campbell, Tessa Allen, Juliette Lewis",Michael Apted,"Crime, Drama, Thriller",5.7,"32,994",Sony Pictures,PG-13,2002,tt0278435
509,2245,tt0478213,401,"Nabil Saber, Dania Hammoud, Paolo Romano, Sahar Alasbahi",Bader Ben Hirsi,"Drama, Romance",6.1,140,N/A,N/A,2005,tt0478213
510,2248,tt0418484,21847,"Juan Minujín, Mimí Ardú, Carlos Echevarría, Javier van de Couter",Anahí Berneri,"Drama, Romance",6.3,577,Strand Releasing,R,2005,tt0418484
511,2257,tt0372784,224218673,"Christian Bale, Michael Caine, Liam Neeson, Katie Holmes",Christopher Nolan,"Action, Adventure, Thriller",8.3,"1,079,730",Warner Bros. Pictures,PG-13,2005,tt0372784
512,2263,tt0433400,50817508,"Ryan Reynolds, Amy Smart, Anna Faris, Chris Klein",Roger Kumble,"Comedy, Romance",6.2,"88,462",New Line Cinema,PG-13,2005,tt0433400
513,2267,tt0434409,78511035,"Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry",James McTeigue,"Action, Drama, Thriller",8.2,"870,474",Warner Bros. Pictures,R,2005,tt0434409
514,2277,tt0370032,1070211,"Milla Jovovich, Cameron Bright, Nick Chinlund, Sebastien Andrieu",Kurt Wimmer,"Action, Sci-Fi, Thriller",4.4,"73,466",Sony Pictures,PG-13,2006,tt0370032
515,2283,tt0491703,6700000,"Justin Gross, Grey DeLisle, Michael Massee, Marc Worden","Curt Geda, Steven E. Gordon, Bob Richardson","Animation, Action, Adventure",6.8,"10,673",LionsGate Entertainment,PG-13,2006,tt0491703
516,2285,tt0370032,1070211,"Milla Jovovich, Cameron Bright, Nick Chinlund, Sebastien Andrieu",Kurt Wimmer,"Action, Sci-Fi, Thriller",4.4,"73,466",Sony Pictures,PG-13,2006,tt0370032
517,2293,tt0456020,21353303,"Tyrese Gibson, Shawn Parr, Henry Hunter Hall, Johnny C. Pruitt",Vondie Curtis-Hall,"Action, Crime, Drama",5.9,"8,574",Focus Features,R,2006,tt0456020
518,2296,tt0495596,46000000,"Jun'ichi Okada, Aoi Teshima, Bunta Sugawara, Yûko Tanaka",Gorô Miyazaki,"Animation, Adventure, Fantasy",6.5,"26,136",N/A,PG-13,2006,tt0495596
519,2297,tt0803093,7900000,"Justin Gross, Grey DeLisle, Michael Massee, Marc Worden","Will Meugniot, Dick Sebast, Bob Richardson","Animation, Action, Adventure",6.7,"7,669",LionsGate Entertainment,PG-13,2006,tt0803093
520,2309,tt0413267,638958165,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas","Chris Miller, Raman Hui(co-director)","Animation, Adventure, Comedy",6.1,"230,822",Dreamworks,PG,2007,tt0413267
521,2313,tt0498353,25419521,"Lauren German, Roger Bart, Heather Matarazzo, Bijou Phillips",Eli Roth,"Horror, Thriller",5.5,"74,551",Lionsgate,R,2007,tt0498353
522,2318,tt1226251,42238454,"Rica Matsumoto, Ikue Ôtani, Yûji Ueda, Megumi Toyoguchi",Kunihiko Yuyama,"Animation, Adventure, Family",6.6,"1,844",N/A,NOT RATED,2007,tt1226251
523,2322,tt0912597,30231200,"Ken'ichi Matsuyama, Sota Aoyama, Shunji Fujimura, Tatsuya Fujiwara",Hideo Nakata,"Crime, Drama, Thriller",6.2,"6,543",Horipro,N/A,2008,tt0912597
524,2323,tt0809504,22707064,"Uma Thurman, Jeffrey Dean Morgan, Colin Firth, Sam Shepard",Griffin Dunne,"Comedy, Romance",5.6,"20,581",Yari Film Group,PG-13,2008,tt0809504
525,2326,tt0970468,16051363,"Amy Adams, David Alexander, Clare Clifford, Christina Cole",Bharat Nalluri,"Comedy, Romance",7.1,"23,477",Focus Features,PG-13,2008,tt0970468
526,2340,tt1024943,28607444,"Shah Rukh Khan, Arjun Rampal, Kiron Kher, Shreyas Talpade",Farah Khan,"Action, Comedy, Drama",6.7,"31,847",Eros Entertainment,PG-13,2007,tt1024943
527,2348,tt0936501,201830568,"Liam Neeson, Maggie Grace, Leland Orser, Jon Gries",Pierre Morel,"Action, Crime, Thriller",7.8,"510,548",20th Century Fox,PG-13,2008,tt0936501
528,2359,tt0910970,341311860,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard",Andrew Stanton,"Animation, Adventure, Family",8.4,"804,131",Walt Disney Pictures,G,2008,tt0910970
529,2382,tt1221208,693181,"Halle Berry, Stellan Skarsgård, Phylicia Rashad, Chandra Wilson",Geoffrey Sax,"Biography, Drama",6.5,"4,194",Code Black Entertainment,R,2010,tt1221208
530,2389,tt1055292,67610124,"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett",Greg Berlanti,"Comedy, Drama, Romance",6.6,"104,203",Warner Bros. Pictures,PG-13,2010,tt1055292
531,2394,tt1789846,460,"Kate Higgins, Salli Saffioti, Debi Derryberry, Laura Bailey","Audu Paden, Eric Radomski",Animation,7.0,359,N/A,TV-Y7,2010,tt1789846
532,2395,tt1638979,26488,"Mary Badham, Jane Beasley, Rick Bragg, Tom Brokaw",Mary McDonagh Murphy,"Documentary, Biography, History",7.4,278,First Run Features,N/A,2010,tt1638979
533,2401,tt0296572,10772733,"Vin Diesel, Colm Feore, Thandie Newton, Judi Dench",David Twohy,"Action, Adventure, Sci-Fi",6.7,"193,986",Universal Pictures,PG-13,2004,tt0296572
534,2406,tt0375611,733094,"Amitabh Bachchan, Rani Mukerji, Shernaz Patel, Ayesha Kapoor",Sanjay Leela Bhansali,Drama,8.2,"27,678",Evokative Films,NOT RATED,2005,tt0375611
535,2409,tt0424774,19425966,"Taylor Lautner, Taylor Dooley, Cayden Boyd, George Lopez",Robert Rodriguez,"Action, Adventure, Family",3.5,"22,710",Miramax,PG,2005,tt0424774
536,2414,tt0367089,9598131,"Owen Kline, Jeff Daniels, Laura Linney, Jesse Eisenberg",Noah Baumbach,"Comedy, Drama",7.4,"64,289",Samuel Goldwyn Films,R,2005,tt0367089
537,2419,tt0449059,92523181,"Abigail Breslin, Greg Kinnear, Paul Dano, Alan Arkin","Jonathan Dayton, Valerie Faris","Comedy, Drama",7.8,"382,360",Fox Searchlight,R,2006,tt0449059
538,2422,tt0278488,19155435,"Method Man, Redman, Obba Babatundé, Mike Epps",Jesse Dylan,"Comedy, Fantasy",6.3,"45,784",Universal Pictures,R,2001,tt0278488
539,2433,tt0251806,13102295,"Joe Absolom, Lara Belmont, Melanie Gutteridge, Lukas Haas",Marcus Adams,"Horror, Thriller",4.9,"5,107",Universal Focus,R,2002,tt0251806
